identificador,CCID,Data / Entrega,Requisição,Cliente,Local de Entrega,Modelo,SLA de Inserção,SLA de Viagem,SLA de retirada,SLA / Envio ao Brasil,SLA da Operação,Data / Inserção,Data / Chegada no Destino,Data / Retirada,Data / Envio ao Brasil,Data / Brasil,BL,Container,Status / Operação,Reposição,Observação,latitude,longitude
786194,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786470,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786523,,2025-01-07,674,Expocaccer,Patrocinio/MG,Tetis Dry,1.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791285,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786328,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791178,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786643,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786323,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786313,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786244,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,21.0,,,,,2025-01-27,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786224,,2025-01-07,674,Expocaccer,Patrocinio/MG,Tetis Dry,1.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786763,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
770015,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786486,,2025-01-06,673,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
769026,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
510617,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786585,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791235,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786371,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
791136,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
770007,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
787049,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786552,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786161,,2025-01-06,675,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2025-01-06,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
770060,,2025-01-06,672,AltoCafezal,Patrocinio/MG,Tetis Dry,2.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
234206,,2025-01-06,672,AltoCafezal,Patrocinio/MG,Tetis Dry,2.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786579,,2025-01-06,672,AltoCafezal,Patrocinio/MG,Tetis Dry,3.0,,,,,2025-01-09,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
786976,,2025-01-06,672,AltoCafezal,Patrocinio/MG,Tetis Dry,2.0,,,,,2025-01-08,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371510,,2025-01-09,715,VelosoCoffee,Carmo do Paranaiba/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371753,,2025-01-09,715,VelosoCoffee,Carmo do Paranaiba/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371710,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,10.0,,,,,2025-01-16,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371449,,2025-01-09,715,VelosoCoffee,Carmo do Paranaiba/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371427,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371473,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,17.0,,,,,2025-01-23,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371442,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371705,,2025-01-06,-,Golden,Santo André/SP,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371518,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371588,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371475,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371738,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371598,,2025-01-06,-,Golden,Santo André/SP,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371466,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371486,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371563,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371458,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371511,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371450,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371396,,2025-01-09,715,VelosoCoffee,Carmo do Paranaiba/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371732,,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371730,,2025-01-06,676,Nkg,Varginha/MG,Tetis R,16.0,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371405,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371742,,2025-01-09,717,VelosoGreen,Carmo do Paranaiba/MG,Tetis R,4.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. de Reversa 03.01.2025,,
371641,,,-,Golden,Santo André/SP,Tetis R,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. de Reversa 03.01.2025 (Danificado),,
510779,,2024-06-25,-,VelosoCoffee,Poços de Caldas/MG,Tetis Dry,30.0,,,,,2024-07-25,2024-09-26,2024-10-22,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510336,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510556,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2025-01-13,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510762,,2025-01-22,817,Nkg,Varginha/MG,Tetis Dry,1.0,,,,,2025-01-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
786538,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 11/01,,
786252,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 11/01,,
786284,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510409,,2025-01-12,728,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,,,,,,2025-01-22,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510595,,2025-01-12,731,AltoCafezal,Patrocinio/MG,Tetis Dry,,,,,,2025-01-26,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510668,,2025-01-12,731,AltoCafezal,Patrocinio/MG,Tetis Dry,,,,,,2025-01-26,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510395,,2025-01-12,731,AltoCafezal,Patrocinio/MG,Tetis Dry,,,,,,2025-01-26,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510766,,2025-01-12,731,AltoCafezal,Patrocinio/MG,Tetis Dry,,,,,,2025-01-26,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
786417,,2025-01-22,817,Nkg,Varginha/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 11/01,,
510516,,2025-01-22,817,Nkg,Varginha/MG,Tetis Dry,,,,,,2025-01-23,,,,,,,Em viagem,Dentro do Prazo,Eq. Paraguai 11/01,,
510509,,2025-01-12,-,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Paraguai 11/01,,
769020,5170220424561560,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769013,5170220424561517,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769015,5170220424561491,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769051,5170220424561509,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
770032,5170220424561541,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
510509,5170220424561525,2025-01-24,841,Expocaccer,Patrocinio/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769012,5170220424561558,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
786919,5170220424561533,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
786920,5170220424561996,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769002,5170220424561970,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
769014,5170220424561988,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
768990,5170220424561418,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
770038,5170220424561426,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/01,,
786921,5170220424561467,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/02,,
786912,5170220424561434,2025-01-24,843,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
786218,5170220424556061,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
791294,5170220424556079,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786999,5170220424556087,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
510513,5170220424556095,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
769000,5170220424556103,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
791516,5170220424556111,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
791311,5170220424556129,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
791508,5170220424556137,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
786992,5170220424556145,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786994,5170220424556152,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786988,5170220424556160,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786996,5170220424556178,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786998,5170220424556186,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
786985,5170220424556194,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
791536,5170220424556202,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
769018,5170220424561459,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
769055,5170220424561442,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
768998,5170220424561483,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
770043,5170220424561475,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
768994,5170220424561484,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786989,5170220424557879,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786993,5170220424557861,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786991,5170220424557853,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
769053,5170220424557903,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
768997,5170220424557895,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
770051,5170220424557887,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
791527,5170220424557937,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
769003,5170220424557929,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786965,5170220424557911,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
791517,5170220424557960,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
769054,5170220424557952,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Novo (Reversa) - 23/03 (Danificado),,
786995,5170220424557945,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
787000,5170220424557994,2025-01-23,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
791511,5170220424557986,2024-01-24,848,Cooxupe,Santos/SP (Porto),Tetis Dry,,,,,,2025-01-28,,,,,,,Em viagem,Fora do Prazo,Eq. Novo (Reversa) - 23/03,,
786983,5170220424557978,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
786990,,2025-01-24,847,CarmoCoffee,Santos/SP (Porto),Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,Eq. Novo (Reversa) - 23/03,,
