id;identificador;CCID;Data / Entrega;Requisição;Cliente;Local de Entrega;Modelo;SLA de Inserção;SLA de Viagem;SLA de retirada;SLA / Envio ao Brasil;SLA da Operação;Data / Inserção;Data / Chegada no Destino;Data / Retirada;Data / Envio ao Brasil;Data / Brasil;BL;Container;Status / Operação;Reposição;Observação;latitude;longitude;Data / Embarque Maritimo;Data / Desembarque Maritimo;SLA Terrestre;SLA Maritimo;Local;Status do Container;Data do Desembarque
341;786227;;14/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;14/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
342;786228;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;25;;;;11/11/2024;06/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
343;786229;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
344;786231;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;0;;;27/08/2024;17/10/2024;17/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
345;786232;;26/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
346;786235;;01/04/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;63;0;;;01/04/2024;03/06/2024;03/06/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
347;786236;;04/06/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;37;0;;;04/06/2024;11/07/2024;11/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
348;786237;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
349;786238;;25/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;51;16;;;25/10/2024;15/12/2024;31/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
350;786239;;07/07/2024;;Volcafe;Varginha/MG;Tetis Dry;0;;;;;07/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
351;786240;;29/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;80;-244;;;29/06/2024;17/09/2024;17/01/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
352;786241;;16/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;57;0;;;16/09/2024;12/11/2024;12/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
353;786242;;06/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;66;1;;;06/09/2024;11/11/2024;12/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
354;786243;;03/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
355;786244;;28/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;70;108;12,00;220,00;28/05/2024;06/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
356;786245;;07/06/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;85;;;;07/06/2024;31/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
357;786246;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
358;786247;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;30/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
359;786248;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
360;786249;;12/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;67;0;;;12/09/2024;18/11/2024;18/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
361;786250;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
362;786251;;05/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;50;26;8,00;106,00;05/09/2024;25/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
363;786253;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;80;0;;;30/08/2024;18/11/2024;18/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
364;786254;;15/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;15/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
365;786255;;08/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
366;786256;;28/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
367;786257;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;30/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
368;786258;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
369;786259;;17/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;17/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
370;786260;;29/05/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;103;72;8,00;205,00;29/05/2024;09/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
371;786261;;24/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;24/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
372;786263;;22/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;63;6;25,00;;22/10/2024;24/12/2024;30/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
373;786264;;10/05/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;24;0;;;10/05/2024;03/06/2024;03/06/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
374;786265;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;04/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
375;786266;;01/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;0;;;01/10/2024;12/12/2024;12/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
376;786267;;;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
377;786268;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
378;786269;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
379;786270;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;91;4;;;12/09/2024;12/12/2024;16/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
380;786271;;07/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;46;0;;;07/10/2024;22/11/2024;22/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
381;786279;;19/11/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;0;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
382;786282;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;0;;;27/08/2024;18/10/2024;18/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
383;786292;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;58;1;;;21/10/2024;18/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
384;786293;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;103;;;;12/09/2024;24/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
385;786294;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
386;786295;;01/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;104;0;;;01/08/2024;13/11/2024;13/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
387;786296;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;53;3;;;11/11/2024;03/01/2025;06/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
388;786297;;05/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;05/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
389;786298;;10/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;10/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
390;786299;;11/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;88;1;;;11/10/2024;07/01/2025;08/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
391;786300;;09/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;38;1;37,00;;09/11/2024;17/12/2024;18/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
392;786301;;23/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;23/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
393;786303;;02/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;02/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
394;786304;;29/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
395;786305;;01/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;32;27;;;01/10/2024;02/11/2024;29/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
396;786306;;12/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;63;6;8,00;99,00;12/09/2024;14/11/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
397;786307;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;0;;;29/10/2024;19/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
398;786309;;04/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;05/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
399;786310;;05/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;62;52;;;05/06/2024;06/08/2024;27/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
400;786311;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;19/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
401;786312;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
402;786313;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
403;786314;;12/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;35;3;;;12/11/2024;17/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
404;786315;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;11;;;04/10/2024;22/11/2024;03/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
405;786316;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
406;786317;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;72;99;12,00;213,00;04/06/2024;15/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
407;786318;;17/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;46;0;;;17/05/2024;02/07/2024;02/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
408;786319;;14/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;14/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
409;786320;;15/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;47;2;;;15/05/2024;01/07/2024;03/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
410;786321;;03/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;88;82;8,00;200,00;03/06/2024;30/08/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
411;786322;;06/06/2024;;Volcafe;Varginha/MG;Tetis Dry;0;76;93;12,00;211,00;06/06/2024;21/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
412;786323;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;69;102;12,00;213,00;04/06/2024;12/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
413;786325;;14/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;58;1;;;14/09/2024;11/11/2024;12/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
414;786326;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;69;102;12,00;213,00;04/06/2024;12/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
415;786327;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;97;0;;;30/08/2024;05/12/2024;05/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
416;786328;;08/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;90;108;12,00;240,00;08/05/2024;06/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
417;786329;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;90;83;8,00;203,00;31/05/2024;29/08/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
418;786330;;15/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;83;-34;;;15/05/2024;06/08/2024;03/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
419;786331;;30/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;76;0;;;30/08/2024;14/11/2024;14/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
420;786332;;07/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;47;0;;;07/06/2024;24/07/2024;24/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
421;786333;;18/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
422;786334;;31/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;53;0;;;31/08/2024;23/10/2024;23/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
423;786335;;30/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;30/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
424;786336;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
425;786337;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;25;;;;11/11/2024;06/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
426;786338;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
427;786339;;02/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;02/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
428;786340;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;41;44;8,00;115,00;27/08/2024;07/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
429;786341;;07/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;07/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
430;786342;;09/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;09/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
431;786343;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;09/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
432;786344;;31/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;96;0;;;31/08/2024;05/12/2024;05/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
433;786345;;16/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;16/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
434;786346;;01/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;46;0;;;01/11/2024;17/12/2024;17/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
435;786347;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;1;27;1;37,00;;20/11/2024;17/12/2024;18/12/2024;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
436;786348;;;;Golden;Santo André/SP;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;Eq. Não Encontrado;;;;;;;;;
437;786349;;26/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;50;0;;;26/10/2024;15/12/2024;15/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
438;786350;;10/12/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;-28;;;;;12/11/2024;;;;;;;Extraviado;Dentro do Prazo;Eq. Sem histórico;;;;;;;;;
439;786351;;05/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;05/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
440;786353;;02/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;22;29;23;;;24/05/2024;22/06/2024;15/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
441;786354;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
442;786355;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;54;0;;;09/10/2024;02/12/2024;02/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
443;786356;;31/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;54;0;;;31/08/2024;24/10/2024;24/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
444;786357;;15/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;15/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
445;786358;;02/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;02/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
446;786359;;09/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;09/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
447;786361;;13/11/2024;;AltoCafezal;Patrocinio/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
448;786362;;14/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;14/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
449;786363;;14/10/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;65;8;29,00;;14/10/2024;18/12/2024;26/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
450;786364;;24/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;24/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
451;786365;;03/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;54;8;;;03/10/2024;26/11/2024;04/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
452;786366;;04/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;58;0;;;04/06/2024;01/08/2024;01/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
453;786367;;30/08/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;131;2;14,00;;30/08/2024;08/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
454;786368;;24/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;29;23;;;24/05/2024;22/06/2024;15/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
455;786369;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
456;786370;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;17;;;;;12/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
457;786371;;21/08/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;58;35;12,00;135,00;21/08/2024;18/10/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
458;786376;;13/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;55;1;16,00;;13/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
459;786384;;23/09/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;23/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
460;786387;;24/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;13;;;24/06/2024;15/08/2024;28/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
461;786388;;10/12/2024;;Volcafe;Varginha/MG;Tetis Dry;1;;;;;11/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
462;786389;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
463;786390;;14/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;58;1;;;14/09/2024;11/11/2024;12/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
464;786391;;30/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;30/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
465;786392;;12/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;24;14;;;12/11/2024;06/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
466;786393;;20/11/2024;;Nkg;Varginha/MG;Tetis Dry;6;42;1;16,00;;26/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
467;786394;;20/11/2024;;Nkg;Varginha/MG;Tetis Dry;2;46;1;16,00;;22/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
468;786395;;29/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;41;8,00;113,00;29/08/2024;10/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
469;786396;;10/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;1;;;;;11/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
470;786397;;20/11/2024;;Nkg;Varginha/MG;Tetis Dry;5;43;1;16,00;;25/11/2024;07/01/2025;08/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
471;786398;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;4;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
472;786399;;01/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;4;38,00;;01/11/2024;13/12/2024;17/12/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
473;786400;;23/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;52;25;;;23/08/2024;14/10/2024;08/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
474;786401;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;73;0;;;19/08/2024;31/10/2024;31/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
475;786402;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;44;21;;;19/08/2024;02/10/2024;23/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
476;786403;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
477;786404;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;87;0;;;19/08/2024;14/11/2024;14/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
478;786405;;20/11/2024;;Volcafe;Varginha/MG;Tetis Dry;3;;;;;23/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
479;786406;;29/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;48;3;;;29/10/2024;16/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
480;786407;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;51;3;;;09/10/2024;29/11/2024;02/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
481;786408;;22/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;69;0;;;22/08/2024;30/10/2024;30/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
482;786409;;08/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;49;;;;08/10/2024;26/11/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
483;786410;;26/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;54;63;8,00;147,00;26/07/2024;18/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
484;786411;;13/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
