id;identificador;CCID;Data / Entrega;Requisição;Cliente;Local de Entrega;Modelo;SLA de Inserção;SLA de Viagem;SLA de retirada;SLA / Envio ao Brasil;SLA da Operação;Data / Inserção;Data / Chegada no Destino;Data / Retirada;Data / Envio ao Brasil;Data / Brasil;BL;Container;Status / Operação;Reposição;Observação;latitude;longitude;Data / Embarque Maritimo;Data / Desembarque Maritimo;SLA Terrestre;SLA Maritimo;Local;Status do Container;Data do Desembarque
629;786617;;18/03/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;75;;;;18/03/2024;01/06/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
630;786618;;;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
631;786619;;31/07/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;88;2;87,00;;31/07/2024;27/10/2024;29/10/2024;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
632;786620;;01/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;32;3;;;01/10/2024;02/11/2024;05/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
633;786621;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
634;786622;;24/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;65;0;;;24/06/2024;28/08/2024;28/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
635;786623;;07/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;56;3;;;07/10/2024;02/12/2024;05/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
636;786624;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;24;;;;;26/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
637;786625;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
638;786626;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
639;786627;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;8;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
640;786628;;29/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;101;1;;;29/08/2024;08/12/2024;09/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
641;786629;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;94;79;8,00;203,00;31/05/2024;02/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
642;786630;;28/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;28/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
643;786631;;08/07/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;08/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
644;786632;;02/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;22;29;10;;;24/05/2024;22/06/2024;02/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
645;786633;;23/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;105;-365;;;23/09/2024;06/01/2025;07/01/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
646;786634;;26/09/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
647;786635;;05/07/2024;;Nkg;Varginha/MG;Tetis Dry;117;47;0;;;30/10/2024;16/12/2024;16/12/2024;;;MAEU245893092;MRSU0357150;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
648;786636;;08/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;42;1;;;08/10/2024;19/11/2024;20/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
649;786637;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
650;786638;;12/06/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;12/06/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
651;786639;;04/06/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;04/06/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
652;786640;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;-;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
653;786641;;10/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;53;14;;;10/10/2024;02/12/2024;16/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
654;786642;;02/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;22;29;23;;;24/05/2024;22/06/2024;15/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
655;786643;;28/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;70;108;12,00;220,00;28/05/2024;06/08/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
656;786644;;13/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
657;786645;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
658;786646;;14/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;66;;;;14/05/2024;19/07/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
659;786647;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
660;786648;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
661;786649;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
662;786650;;24/05/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;29;23;;;24/05/2024;22/06/2024;15/07/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
663;786651;;20/11/2024;;Nkg;Varginha/MG;Tetis Dry;5;43;3;14,00;;25/11/2024;07/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Dentro do Prazo;;;;;;;;;;
664;786752;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;41;10;;;27/08/2024;07/10/2024;17/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
665;786753;;25/11/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;14;;;;;09/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
666;786754;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
667;786756;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
668;786757;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
669;786759;;09/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;119;27;;;09/04/2024;06/08/2024;02/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
670;786760;;01/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;01/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
671;786761;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;36;;;;;07/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
672;786762;;30/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;44;3;;;30/10/2024;13/12/2024;16/12/2024;;;MAEU245893092;MSKU7446303;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
673;786763;;02/10/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;48;3;12,00;93,00;02/10/2024;19/11/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
674;786764;;27/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;99;;;;27/08/2024;04/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
675;786765;;13/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;13/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
676;786766;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;41;44;8,00;115,00;27/08/2024;07/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
677;786767;;13/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;56;0;;;13/11/2024;08/01/2025;08/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
678;786768;;18/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
679;786769;;30/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;53;0;;;30/08/2024;22/10/2024;22/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
680;786770;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
681;786771;;26/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;26/04/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
682;786772;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;25;13;;;11/11/2024;06/12/2024;19/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
683;786773;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
684;786774;;26/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;94;0;;;26/08/2024;28/11/2024;28/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
685;786775;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;44;;;;;08/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
686;786777;;31/07/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;61;1;;;31/07/2024;30/09/2024;01/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
687;786778;;28/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;90;;;;28/08/2024;26/11/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
688;786779;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;2;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
689;786780;;25/11/2024;;Expocaccer;Patrocinio/MG;Tetis Dry;16;;;;;11/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
690;786781;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;45;;;;;16/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
691;786788;;12/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;12/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
692;786789;;10/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;55;0;;;10/10/2024;04/12/2024;04/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
693;786790;;31/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;63;;;;31/05/2024;02/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
694;786797;;01/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;67;3;14,00;;01/11/2024;07/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
695;786803;;10/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;90;1;;;10/10/2024;08/01/2025;09/01/2025;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
696;786807;;06/08/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;155;2;14,00;;06/08/2024;08/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
697;786812;;16/10/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;68;2;;;16/10/2024;23/12/2024;25/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
698;786817;;09/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;09/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
699;786819;;12/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;12/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
700;786827;;12/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;20;8;;;12/11/2024;02/12/2024;10/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
701;786830;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;4;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
702;786858;;13/11/2024;;AltoCafezal;Patrocinio/MG;Tetis Dry;0;36;;;;13/11/2024;19/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
703;786887;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;09/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
704;786888;;13/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;56;2;14,00;;13/11/2024;08/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
705;786890;;12/11/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;57;2;14,00;;12/11/2024;08/01/2025;10/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
706;786891;;12/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;38;0;;;12/11/2024;20/12/2024;20/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
707;786893;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;21/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
708;786894;;18/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;18/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
709;786895;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;19/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
710;786903;;23/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;86;0;;;23/09/2024;18/12/2024;18/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
711;786904;;15/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;48;7;;;15/10/2024;02/12/2024;09/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
712;786907;;29/08/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;96;0;;;29/08/2024;03/12/2024;03/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
713;786908;;05/05/2024;;Nkg;Varginha/MG;Tetis Dry;0;32;84;;;05/05/2024;06/06/2024;29/08/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
714;786909;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;4;;;;;29/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
715;786910;;26/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;26/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
716;786911;;11/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;11/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
717;786913;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
718;786914;;28/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;43;41;8,00;;28/08/2024;10/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
719;786915;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;21/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
720;786916;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
721;786931;;19/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;101;0;;;19/08/2024;28/11/2024;28/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
722;786932;;;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
723;786942;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
724;786943;;05/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;05/04/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
725;786945;;20/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;40;8,00;;20/08/2024;11/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
726;786946;;26/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;26/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
727;786947;;09/10/2024;;Nkg;Varginha/MG;Tetis Dry;23;42;3;39,00;;01/11/2024;13/12/2024;16/12/2024;24/01/2025;;MAEU245893088;TLLU3552484;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
728;786948;;16/10/2024;;Volcafe;Varginha/MG;Tetis Dry;0;68;1;;;16/10/2024;23/12/2024;24/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
729;786949;;05/12/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;5;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
730;786950;;12/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;12/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
731;786951;;07/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;84;4;;;07/06/2024;30/08/2024;03/09/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
732;786952;;05/04/2024;;Nkg;Varginha/MG;Tetis Dry;0;123;;;;05/04/2024;06/08/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
733;786953;;23/09/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;;;;;23/09/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
734;786957;;21/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;71;0;;;21/08/2024;31/10/2024;31/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
735;786959;;15/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;15/11/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
736;786960;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;118;0;;;09/08/2024;05/12/2024;05/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
737;786964;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;53;8;;;04/10/2024;26/11/2024;04/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
738;786966;;19/11/2024;;Nkg;Varginha/MG;Tetis Dry;22;;;;;11/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
739;786967;;03/04/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;;;;;03/04/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
740;786969;;01/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;39;6;;;01/11/2024;10/12/2024;16/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
741;786970;;31/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;41;0;;;31/10/2024;11/12/2024;11/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
742;786971;;04/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;52;9;;;04/10/2024;25/11/2024;04/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
743;786972;;28/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;28/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
744;786973;;01/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;01/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
745;786974;;25/11/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Dentro do Prazo;;;;;;;;;;
746;786976;;19/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;37;58;12,00;137,00;19/08/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
747;786977;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;2;;;;;04/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
748;786978;;29/10/2024;;VelosoCoffee;Carmo do Paranaiba/MG;Tetis Dry;0;41;0;;;29/10/2024;09/12/2024;09/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
749;786979;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
750;786980;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
751;786981;;02/12/2024;;Nkg;Varginha/MG;Tetis Dry;36;;;;;07/01/2025;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
752;787001;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
753;787004;;26/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;66;0;;;26/08/2024;31/10/2024;31/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
754;787006;;19/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;19/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
755;787009;;22/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;22/07/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
756;787013;;22/08/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;69;0;;;22/08/2024;30/10/2024;30/10/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
757;787018;;01/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;01/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
758;787019;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;10;;;;;05/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
759;787020;;17/10/2024;;Volcafe;Varginha/MG;Tetis Dry;0;;;;;17/10/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
760;787026;;11/11/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;11/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
761;787032;;25/11/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;15;;;;;10/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
762;787033;;13/11/2024;;AltoCafezal;Patrocinio/MG;Tetis Dry;0;36;;;;13/11/2024;19/12/2024;;;;;;No destino;Fora do Prazo;;;;;;;;;;
763;787036;;07/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;49;7;;;07/10/2024;25/11/2024;02/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
764;787039;;25/11/2024;;Nkg;Varginha/MG;Tetis Dry;10;;;;;05/12/2024;;;;;;;Em viagem;Dentro do Prazo;;;;;;;;;;
765;787042;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
766;787045;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
767;787047;;;;Nkg;Varginha/MG;Tetis Dry;0;;;;;;;;;;;;Extraviado;Fora do Prazo;;;;;;;;;;
768;787048;;27/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;29;58;12,00;129,00;27/08/2024;25/09/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
769;787049;-;27/08/2024;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;1;50;36;12,00;129,00;28/08/2024;17/10/2024;22/11/2024;04/12/2024;03/01/2025;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
770;787053;;29/07/2024;;Nkg;Varginha/MG;Tetis Dry;0;73;41;8,00;144,00;29/07/2024;10/10/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
771;787061;;08/10/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;49;0;;;08/10/2024;26/11/2024;26/11/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
772;787067;;09/08/2024;;Nkg;Varginha/MG;Tetis Dry;0;;;;;09/08/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
773;787068;;07/11/2024;;VelosoGreen;Carmo do Paranaiba/MG;Tetis Dry;0;;;;;07/11/2024;;;;;;;Em viagem;Fora do Prazo;;;;;;;;;;
774;787070;;06/11/2024;;CarmoCoffee;Tres Coraçoes/MG;Tetis Dry;0;63;1;15,00;;06/11/2024;08/01/2025;09/01/2025;24/01/2025;;;;Em reversa para o Brasil;Fora do Prazo;;;;;;;;;;
775;789659;;;;BourbonCoffe;Poços de Caldas/MG;Tetis Dry;0;;;;;;;;;;;;Estoque Cliente;Fora do Prazo;;;;;;;;;;
776;791122;;14/06/2024;;Cooxupe;Guaxupe/SP;Tetis Dry;0;84;75;8,00;189,00;14/06/2024;06/09/2024;20/11/2024;28/11/2024;20/12/2024;;;Reversa finalizada;Fora do Prazo;;;;;;;;;;
777;791125;;21/10/2024;;Nkg;Varginha/MG;Tetis Dry;0;58;0;;;21/10/2024;18/12/2024;18/12/2024;;;;;Retirado, Ag. Envio;Fora do Prazo;;;;;;;;;;
